Intercept,description_type[T.visual],model[T.gpt-4],model[T.llava],kshot[T.1],kshot[T.3],kshot[T.5],manual[T.Mazda],manual[T.Mopar],manual[T.Volvo],Group Var
0.833961203858091,-0.16187597822515426,0.024765533257896793,-0.07877886519000274,0.011429246103766603,0.012569930035893661,0.01981017900958109,-0.004139901264553505,0.01969019742316083,0.01600175164628085,0.0008990052495510634
0.833961203858091,-0.16187597822515426,0.024765533257896793,-0.07877886519000274,0.011429246103766603,0.012569930035893661,0.01981017900958109,-0.004139901264553505,0.01969019742316083,0.01600175164628085,0.0008990052495510634
0.833961203858091,-0.16187597822515426,0.024765533257896793,-0.07877886519000274,0.011429246103766603,0.012569930035893661,0.01981017900958109,-0.004139901264553505,0.01969019742316083,0.01600175164628085,0.0008990052495510634
0.833961203858091,-0.16187597822515426,0.024765533257896793,-0.07877886519000274,0.011429246103766603,0.012569930035893661,0.01981017900958109,-0.004139901264553505,0.01969019742316083,0.01600175164628085,0.0008990052495510634
0.833961203858091,-0.16187597822515426,0.024765533257896793,-0.07877886519000274,0.011429246103766603,0.012569930035893661,0.01981017900958109,-0.004139901264553505,0.01969019742316083,0.01600175164628085,0.0008990052495510634
0.833961203858091,-0.16187597822515426,0.024765533257896793,-0.07877886519000274,0.011429246103766603,0.012569930035893661,0.01981017900958109,-0.004139901264553505,0.01969019742316083,0.01600175164628085,0.0008990052495510634
0.833961203858091,-0.16187597822515426,0.024765533257896793,-0.07877886519000274,0.011429246103766603,0.012569930035893661,0.01981017900958109,-0.004139901264553505,0.01969019742316083,0.01600175164628085,0.0008990052495510634
0.833961203858091,-0.16187597822515426,0.024765533257896793,-0.07877886519000274,0.011429246103766603,0.012569930035893661,0.01981017900958109,-0.004139901264553505,0.01969019742316083,0.01600175164628085,0.0008990052495510634
0.8315761256065028,-0.1630121638690168,0.02388735205112439,-0.0743655245035477,0.015291419400004624,0.014708208650037346,0.017740290400529334,-0.0015668272616254756,0.019848351640385602,0.018431027641216364,0.004182950785458119
0.8315761256065028,-0.1630121638690168,0.02388735205112439,-0.0743655245035477,0.015291419400004624,0.014708208650037346,0.017740290400529334,-0.0015668272616254756,0.019848351640385602,0.018431027641216364,0.004182950785458119
0.8315761256065028,-0.1630121638690168,0.02388735205112439,-0.0743655245035477,0.015291419400004624,0.014708208650037346,0.017740290400529334,-0.0015668272616254756,0.019848351640385602,0.018431027641216364,0.004182950785458119
